created_date,product,city,repeat_status,repeat_count
2019-02-21,Tunaiku_PDF,Jakarta,New,153
2019-02-22,Tunaiku_PDF,Jakarta,New,113
2019-02-23,Tunaiku_PDF,Jakarta,New,79
2019-02-24,Tunaiku_PDF,Jakarta,New,78
2019-02-25,Tunaiku_PDF,Jakarta,New,129
2019-02-26,Tunaiku_PDF,Jakarta,New,140
2019-02-27,Tunaiku_PDF,Jakarta,New,172
2019-02-28,Tunaiku_PDF,Jakarta,New,128
2019-03-01,Tunaiku_PDF,Jakarta,New,152
2019-03-02,Tunaiku_PDF,Jakarta,New,66
2019-03-03,Tunaiku_PDF,Jakarta,New,80
2019-03-04,Tunaiku_PDF,Jakarta,New,142
2019-03-05,Tunaiku_PDF,Jakarta,New,155
2019-03-06,Tunaiku_PDF,Jakarta,New,159
2019-03-07,Tunaiku_PDF,Jakarta,New,156
2019-03-08,Tunaiku_PDF,Jakarta,New,131
2019-03-09,Tunaiku_PDF,Jakarta,New,78
2019-03-10,Tunaiku_PDF,Jakarta,New,92
2019-03-11,Tunaiku_PDF,Jakarta,New,136
2019-03-12,Tunaiku_PDF,Jakarta,New,123
2019-03-13,Tunaiku_PDF,Jakarta,New,126
2019-03-14,Tunaiku_PDF,Jakarta,New,127
2019-03-15,Tunaiku_PDF,Jakarta,New,144
2019-03-16,Tunaiku_PDF,Jakarta,New,84
2019-03-17,Tunaiku_PDF,Jakarta,New,90
2019-03-18,Tunaiku_PDF,Jakarta,New,132
2019-03-19,Tunaiku_PDF,Jakarta,New,148
2019-03-20,Tunaiku_PDF,Jakarta,New,157
2019-03-21,Tunaiku_PDF,Jakarta,New,137
2019-03-22,Tunaiku_PDF,Jakarta,New,144
2019-03-23,Tunaiku_PDF,Jakarta,New,76
2019-03-24,Tunaiku_PDF,Jakarta,New,80
2019-03-25,Tunaiku_PDF,Jakarta,New,133
2019-03-26,Tunaiku_PDF,Jakarta,New,124
2019-03-27,Tunaiku_PDF,Jakarta,New,155
2019-03-28,Tunaiku_PDF,Jakarta,New,135
2019-03-29,Tunaiku_PDF,Jakarta,New,137
2019-03-30,Tunaiku_PDF,Jakarta,New,87
2019-03-31,Tunaiku_PDF,Jakarta,New,561
2019-04-01,Tunaiku_PDF,Jakarta,New,151
2019-04-02,Tunaiku_PDF,Jakarta,New,144
2019-04-03,Tunaiku_PDF,Jakarta,New,140
2019-04-04,Tunaiku_PDF,Jakarta,New,142
2019-04-05,Tunaiku_PDF,Jakarta,New,110
2019-04-06,Tunaiku_PDF,Jakarta,New,69
2019-04-07,Tunaiku_PDF,Jakarta,New,71
2019-04-08,Tunaiku_PDF,Jakarta,New,124
2019-04-09,Tunaiku_PDF,Jakarta,New,154
2019-04-10,Tunaiku_PDF,Jakarta,New,132
2019-04-11,Tunaiku_PDF,Jakarta,New,138
2019-04-12,Tunaiku_PDF,Jakarta,New,160
2019-04-13,Tunaiku_PDF,Jakarta,New,80
2019-04-14,Tunaiku_PDF,Jakarta,New,92
2019-04-15,Tunaiku_PDF,Jakarta,New,126
2019-04-16,Tunaiku_PDF,Jakarta,New,144
2019-04-17,Tunaiku_PDF,Jakarta,New,132
2019-04-18,Tunaiku_PDF,Jakarta,New,368
2019-04-19,Tunaiku_PDF,Jakarta,New,154
2019-04-20,Tunaiku_PDF,Jakarta,New,67
2019-04-21,Tunaiku_PDF,Jakarta,New,90
2019-04-22,Tunaiku_PDF,Jakarta,New,147
2019-04-23,Tunaiku_PDF,Jakarta,New,138
2019-04-24,Tunaiku_PDF,Jakarta,New,124
2019-04-25,Tunaiku_PDF,Jakarta,New,148
2019-04-26,Tunaiku_PDF,Jakarta,New,132
2019-04-27,Tunaiku_PDF,Jakarta,New,87
2019-04-28,Tunaiku_PDF,Jakarta,New,86
2019-04-29,Tunaiku_PDF,Jakarta,New,172
2019-04-30,Tunaiku_PDF,Jakarta,New,146
2019-05-01,Tunaiku_PDF,Jakarta,New,133
2019-05-02,Tunaiku_PDF,Jakarta,New,151
2019-05-03,Tunaiku_PDF,Jakarta,New,146
2019-05-04,Tunaiku_PDF,Jakarta,New,100
2019-05-05,Tunaiku_PDF,Jakarta,New,95
2019-05-06,Tunaiku_PDF,Jakarta,New,677
2019-05-07,Tunaiku_PDF,Jakarta,New,178
2019-05-08,Tunaiku_PDF,Jakarta,New,131
2019-05-09,Tunaiku_PDF,Jakarta,New,138
2019-05-10,Tunaiku_PDF,Jakarta,New,127
2019-05-11,Tunaiku_PDF,Jakarta,New,83
2019-05-12,Tunaiku_PDF,Jakarta,New,73
2019-05-13,Tunaiku_PDF,Jakarta,New,158
2019-05-14,Tunaiku_PDF,Jakarta,New,149
2019-05-15,Tunaiku_PDF,Jakarta,New,127
2019-05-16,Tunaiku_PDF,Jakarta,New,133
2019-05-17,Tunaiku_PDF,Jakarta,New,150
2019-05-18,Tunaiku_PDF,Jakarta,New,96
2019-05-19,Tunaiku_PDF,Jakarta,New,109
2019-05-20,Tunaiku_PDF,Jakarta,New,200
2019-05-21,Tunaiku_PDF,Jakarta,New,162
2019-05-22,Tunaiku_PDF,Jakarta,New,137
2019-05-23,Tunaiku_PDF,Jakarta,New,113
2019-05-24,Tunaiku_PDF,Jakarta,New,150
2019-05-25,Tunaiku_PDF,Jakarta,New,79
2019-05-26,Tunaiku_PDF,Jakarta,New,84
2019-05-27,Tunaiku_PDF,Jakarta,New,138
2019-05-28,Tunaiku_PDF,Jakarta,New,153
2019-05-29,Tunaiku_PDF,Jakarta,New,177
2019-05-30,Tunaiku_PDF,Jakarta,New,156
2019-05-31,Tunaiku_PDF,Jakarta,New,144
2019-06-01,Tunaiku_PDF,Jakarta,New,77
2019-06-02,Tunaiku_PDF,Jakarta,New,71
2019-06-03,Tunaiku_PDF,Jakarta,New,141
2019-06-04,Tunaiku_PDF,Jakarta,New,155
2019-06-05,Tunaiku_PDF,Jakarta,New,190
2019-06-06,Tunaiku_PDF,Jakarta,New,155
2019-06-07,Tunaiku_PDF,Jakarta,New,164
2019-06-08,Tunaiku_PDF,Jakarta,New,83
2019-06-09,Tunaiku_PDF,Jakarta,New,77
2019-06-10,Tunaiku_PDF,Jakarta,New,132
2019-06-11,Tunaiku_PDF,Jakarta,New,142
2019-06-12,Tunaiku_PDF,Jakarta,New,197
2019-06-13,Tunaiku_PDF,Jakarta,New,138
2019-06-14,Tunaiku_PDF,Jakarta,New,161
2019-06-15,Tunaiku_PDF,Jakarta,New,79
2019-06-16,Tunaiku_PDF,Jakarta,New,99
2019-06-17,Tunaiku_PDF,Jakarta,New,156
2019-06-18,Tunaiku_PDF,Jakarta,New,152
2019-06-19,Tunaiku_PDF,Jakarta,New,155
2019-06-20,Tunaiku_PDF,Jakarta,New,140
2019-06-21,Tunaiku_PDF,Jakarta,New,153
2019-06-22,Tunaiku_PDF,Jakarta,New,83
2019-06-23,Tunaiku_PDF,Jakarta,New,75
2019-06-24,Tunaiku_PDF,Jakarta,New,125
2019-06-25,Tunaiku_PDF,Jakarta,New,157
2019-06-26,Tunaiku_PDF,Jakarta,New,184
2019-06-27,Tunaiku_PDF,Jakarta,New,153
2019-06-28,Tunaiku_PDF,Jakarta,New,142
2019-06-29,Tunaiku_PDF,Jakarta,New,89
2019-06-30,Tunaiku_PDF,Jakarta,New,101
2019-07-01,Tunaiku_PDF,Jakarta,New,150
2019-07-02,Tunaiku_PDF,Jakarta,New,144
2019-07-03,Tunaiku_PDF,Jakarta,New,173
2019-07-04,Tunaiku_PDF,Jakarta,New,156
2019-07-05,Tunaiku_PDF,Jakarta,New,167
2019-07-06,Tunaiku_PDF,Jakarta,New,87
2019-07-07,Tunaiku_PDF,Jakarta,New,73
2019-07-08,Tunaiku_PDF,Jakarta,New,120
2019-07-09,Tunaiku_PDF,Jakarta,New,178
2019-07-10,Tunaiku_PDF,Jakarta,New,180
2019-07-11,Tunaiku_PDF,Jakarta,New,142
2019-07-12,Tunaiku_PDF,Jakarta,New,132
2019-07-13,Tunaiku_PDF,Jakarta,New,98
2019-07-14,Tunaiku_PDF,Jakarta,New,73
2019-07-15,Tunaiku_PDF,Jakarta,New,125
2019-07-16,Tunaiku_PDF,Jakarta,New,156
2019-07-17,Tunaiku_PDF,Jakarta,New,139
2019-07-18,Tunaiku_PDF,Jakarta,New,142
2019-07-19,Tunaiku_PDF,Jakarta,New,132
2019-07-20,Tunaiku_PDF,Jakarta,New,84
2019-07-21,Tunaiku_PDF,Jakarta,New,95
2019-07-22,Tunaiku_PDF,Jakarta,New,138
2019-07-23,Tunaiku_PDF,Jakarta,New,152
2019-07-24,Tunaiku_PDF,Jakarta,New,107
2019-07-25,Tunaiku_PDF,Jakarta,New,690
2019-07-26,Tunaiku_PDF,Jakarta,New,118
2019-07-27,Tunaiku_PDF,Jakarta,New,67
2019-07-28,Tunaiku_PDF,Jakarta,New,71
2019-07-29,Tunaiku_PDF,Jakarta,New,127
2019-07-30,Tunaiku_PDF,Jakarta,New,152
2019-07-31,Tunaiku_PDF,Jakarta,New,116
2019-08-01,Tunaiku_PDF,Jakarta,New,134
2019-08-02,Tunaiku_PDF,Jakarta,New,120
2019-08-03,Tunaiku_PDF,Jakarta,New,73
2019-08-04,Tunaiku_PDF,Jakarta,New,86
2019-08-05,Tunaiku_PDF,Jakarta,New,136
2019-08-06,Tunaiku_PDF,Jakarta,New,154
2019-08-07,Tunaiku_PDF,Jakarta,New,131
2019-08-08,Tunaiku_PDF,Jakarta,New,118
2019-08-09,Tunaiku_PDF,Jakarta,New,120
2019-08-10,Tunaiku_PDF,Jakarta,New,76
2019-08-11,Tunaiku_PDF,Jakarta,New,76
2019-08-12,Tunaiku_PDF,Jakarta,New,108
2019-08-13,Tunaiku_PDF,Jakarta,New,129
2019-08-14,Tunaiku_PDF,Jakarta,New,132
2019-08-15,Tunaiku_PDF,Jakarta,New,162
2019-08-16,Tunaiku_PDF,Jakarta,New,145
2019-08-17,Tunaiku_PDF,Jakarta,New,64
2019-08-18,Tunaiku_PDF,Jakarta,New,69
2019-08-19,Tunaiku_PDF,Jakarta,New,98
2019-08-20,Tunaiku_PDF,Jakarta,New,115
2019-08-21,Tunaiku_PDF,Jakarta,New,129
2019-08-22,Tunaiku_PDF,Jakarta,New,138
2019-08-23,Tunaiku_PDF,Jakarta,New,104
2019-08-24,Tunaiku_PDF,Jakarta,New,63
2019-08-25,Tunaiku_PDF,Jakarta,New,51
2019-08-26,Tunaiku_PDF,Jakarta,New,113
2019-08-27,Tunaiku_PDF,Jakarta,New,104
2019-08-28,Tunaiku_PDF,Jakarta,New,112
2019-08-29,Tunaiku_PDF,Jakarta,New,104
2019-08-30,Tunaiku_PDF,Jakarta,New,110
2019-08-31,Tunaiku_PDF,Jakarta,New,52
2019-09-01,Tunaiku_PDF,Jakarta,New,55
2019-09-02,Tunaiku_PDF,Jakarta,New,140
2019-09-03,Tunaiku_PDF,Jakarta,New,98
2019-09-04,Tunaiku_PDF,Jakarta,New,101
2019-09-05,Tunaiku_PDF,Jakarta,New,138
2019-09-06,Tunaiku_PDF,Jakarta,New,145
2019-09-07,Tunaiku_PDF,Jakarta,New,56
2019-09-08,Tunaiku_PDF,Jakarta,New,62
2019-09-09,Tunaiku_PDF,Jakarta,New,113
2019-09-10,Tunaiku_PDF,Jakarta,New,136
2019-09-11,Tunaiku_PDF,Jakarta,New,100
2019-09-12,Tunaiku_PDF,Jakarta,New,107
2019-09-13,Tunaiku_PDF,Jakarta,New,115
2019-09-14,Tunaiku_PDF,Jakarta,New,67
2019-09-15,Tunaiku_PDF,Jakarta,New,61
2019-09-16,Tunaiku_PDF,Jakarta,New,105
2019-09-17,Tunaiku_PDF,Jakarta,New,92
2019-09-18,Tunaiku_PDF,Jakarta,New,108
2019-09-19,Tunaiku_PDF,Jakarta,New,105
2019-09-20,Tunaiku_PDF,Jakarta,New,107
2019-09-21,Tunaiku_PDF,Jakarta,New,58
2019-09-22,Tunaiku_PDF,Jakarta,New,67
2019-09-23,Tunaiku_PDF,Jakarta,New,118
2019-09-24,Tunaiku_PDF,Jakarta,New,112
2019-09-25,Tunaiku_PDF,Jakarta,New,115
2019-09-26,Tunaiku_PDF,Jakarta,New,108
2019-09-27,Tunaiku_PDF,Jakarta,New,103
2019-09-28,Tunaiku_PDF,Jakarta,New,57
2019-09-29,Tunaiku_PDF,Jakarta,New,65
2019-09-30,Tunaiku_PDF,Jakarta,New,104
2019-10-01,Tunaiku_PDF,Jakarta,New,137
2019-10-02,Tunaiku_PDF,Jakarta,New,131
2019-10-03,Tunaiku_PDF,Jakarta,New,113
2019-10-04,Tunaiku_PDF,Jakarta,New,94
2019-10-05,Tunaiku_PDF,Jakarta,New,54
2019-10-06,Tunaiku_PDF,Jakarta,New,72
2019-10-07,Tunaiku_PDF,Jakarta,New,109
2019-10-08,Tunaiku_PDF,Jakarta,New,117
2019-10-09,Tunaiku_PDF,Jakarta,New,88
2019-10-10,Tunaiku_PDF,Jakarta,New,121
2019-10-11,Tunaiku_PDF,Jakarta,New,110
2019-10-12,Tunaiku_PDF,Jakarta,New,55
2019-10-13,Tunaiku_PDF,Jakarta,New,61
2019-10-14,Tunaiku_PDF,Jakarta,New,111
2019-10-15,Tunaiku_PDF,Jakarta,New,113
2019-10-16,Tunaiku_PDF,Jakarta,New,110
2019-10-17,Tunaiku_PDF,Jakarta,New,110
2019-10-18,Tunaiku_PDF,Jakarta,New,104
2019-10-19,Tunaiku_PDF,Jakarta,New,66
2019-10-20,Tunaiku_PDF,Jakarta,New,77
2019-10-21,Tunaiku_PDF,Jakarta,New,77
2019-10-22,Tunaiku_PDF,Jakarta,New,112
2019-10-23,Tunaiku_PDF,Jakarta,New,120
2019-10-24,Tunaiku_PDF,Jakarta,New,119
2019-10-25,Tunaiku_PDF,Jakarta,New,105
2019-10-26,Tunaiku_PDF,Jakarta,New,53
2019-10-27,Tunaiku_PDF,Jakarta,New,71
2019-10-28,Tunaiku_PDF,Jakarta,New,138
2019-10-29,Tunaiku_PDF,Jakarta,New,98
2019-10-30,Tunaiku_PDF,Jakarta,New,134
2019-10-31,Tunaiku_PDF,Jakarta,New,114
2019-11-01,Tunaiku_PDF,Jakarta,New,114
2019-11-02,Tunaiku_PDF,Jakarta,New,61
2019-11-03,Tunaiku_PDF,Jakarta,New,68
2019-11-04,Tunaiku_PDF,Jakarta,New,137
2019-11-05,Tunaiku_PDF,Jakarta,New,133
2019-11-06,Tunaiku_PDF,Jakarta,New,152
2019-11-07,Tunaiku_PDF,Jakarta,New,141
2019-11-08,Tunaiku_PDF,Jakarta,New,125
2019-11-09,Tunaiku_PDF,Jakarta,New,87
2019-11-10,Tunaiku_PDF,Jakarta,New,77
2019-11-11,Tunaiku_PDF,Jakarta,New,136
2019-11-12,Tunaiku_PDF,Jakarta,New,125
2019-11-13,Tunaiku_PDF,Jakarta,New,133
2019-11-14,Tunaiku_PDF,Jakarta,New,118
2019-11-15,Tunaiku_PDF,Jakarta,New,486
2019-11-16,Tunaiku_PDF,Jakarta,New,65
2019-11-17,Tunaiku_PDF,Jakarta,New,84
2019-11-18,Tunaiku_PDF,Jakarta,New,127
2019-11-19,Tunaiku_PDF,Jakarta,New,154
2019-11-20,Tunaiku_PDF,Jakarta,New,150
2019-11-21,Tunaiku_PDF,Jakarta,New,164
2019-11-22,Tunaiku_PDF,Jakarta,New,141
2019-11-23,Tunaiku_PDF,Jakarta,New,64
2019-11-24,Tunaiku_PDF,Jakarta,New,79
2019-11-25,Tunaiku_PDF,Jakarta,New,116
2019-11-26,Tunaiku_PDF,Jakarta,New,133
2019-11-27,Tunaiku_PDF,Jakarta,New,170
2019-11-28,Tunaiku_PDF,Jakarta,New,151
2019-11-29,Tunaiku_PDF,Jakarta,New,124
2019-11-30,Tunaiku_PDF,Jakarta,New,72
2019-12-01,Tunaiku_PDF,Jakarta,New,84
2019-12-02,Tunaiku_PDF,Jakarta,New,120
2019-12-03,Tunaiku_PDF,Jakarta,New,136
2019-12-04,Tunaiku_PDF,Jakarta,New,155
2019-12-05,Tunaiku_PDF,Jakarta,New,167
2019-12-06,Tunaiku_PDF,Jakarta,New,151
2019-12-07,Tunaiku_PDF,Jakarta,New,62
2019-12-08,Tunaiku_PDF,Jakarta,New,90
2019-12-09,Tunaiku_PDF,Jakarta,New,148
2019-12-10,Tunaiku_PDF,Jakarta,New,161
2019-12-11,Tunaiku_PDF,Jakarta,New,186
2019-12-12,Tunaiku_PDF,Jakarta,New,115
2019-12-13,Tunaiku_PDF,Jakarta,New,670
2019-12-14,Tunaiku_PDF,Jakarta,New,95
2019-12-15,Tunaiku_PDF,Jakarta,New,73
2019-12-16,Tunaiku_PDF,Jakarta,New,179
2019-12-17,Tunaiku_PDF,Jakarta,New,166
2019-12-18,Tunaiku_PDF,Jakarta,New,177
2019-12-19,Tunaiku_PDF,Jakarta,New,147
2019-12-20,Tunaiku_PDF,Jakarta,New,166
2019-12-21,Tunaiku_PDF,Jakarta,New,104
2019-12-22,Tunaiku_PDF,Jakarta,New,96
2019-12-23,Tunaiku_PDF,Jakarta,New,161
2019-12-24,Tunaiku_PDF,Jakarta,New,169
2019-12-25,Tunaiku_PDF,Jakarta,New,149
2019-12-26,Tunaiku_PDF,Jakarta,New,159
2019-12-27,Tunaiku_PDF,Jakarta,New,153
2019-12-28,Tunaiku_PDF,Jakarta,New,99
2019-12-29,Tunaiku_PDF,Jakarta,New,107
2019-12-30,Tunaiku_PDF,Jakarta,New,141
2019-12-31,Tunaiku_PDF,Jakarta,New,166
2020-01-01,Tunaiku_PDF,Jakarta,New,201
2020-01-02,Tunaiku_PDF,Jakarta,New,152
2020-01-03,Tunaiku_PDF,Jakarta,New,144
2020-01-04,Tunaiku_PDF,Jakarta,New,99
2020-01-05,Tunaiku_PDF,Jakarta,New,108
2020-01-06,Tunaiku_PDF,Jakarta,New,165
2020-01-07,Tunaiku_PDF,Jakarta,New,199
2020-01-08,Tunaiku_PDF,Jakarta,New,192
2020-01-09,Tunaiku_PDF,Jakarta,New,187
2020-01-10,Tunaiku_PDF,Jakarta,New,484
2020-01-11,Tunaiku_PDF,Jakarta,New,126
2020-01-12,Tunaiku_PDF,Jakarta,New,97
2020-01-13,Tunaiku_PDF,Jakarta,New,128
2020-01-14,Tunaiku_PDF,Jakarta,New,208
2020-01-15,Tunaiku_PDF,Jakarta,New,167
2020-01-16,Tunaiku_PDF,Jakarta,New,175
2020-01-17,Tunaiku_PDF,Jakarta,New,192
2020-01-18,Tunaiku_PDF,Jakarta,New,81
2020-01-19,Tunaiku_PDF,Jakarta,New,86
2020-01-20,Tunaiku_PDF,Jakarta,New,137
2020-01-21,Tunaiku_PDF,Jakarta,New,382
2020-01-22,Tunaiku_PDF,Jakarta,New,188
2020-01-23,Tunaiku_PDF,Jakarta,New,186
2020-01-24,Tunaiku_PDF,Jakarta,New,173
2020-01-25,Tunaiku_PDF,Jakarta,New,84
2020-01-26,Tunaiku_PDF,Jakarta,New,74
2020-01-27,Tunaiku_PDF,Jakarta,New,173
2020-01-28,Tunaiku_PDF,Jakarta,New,168
2020-01-29,Tunaiku_PDF,Jakarta,New,190
2020-01-30,Tunaiku_PDF,Jakarta,New,191
2020-01-31,Tunaiku_PDF,Jakarta,New,171
2020-02-01,Tunaiku_PDF,Jakarta,New,111
2020-02-02,Tunaiku_PDF,Jakarta,New,106
2020-02-03,Tunaiku_PDF,Jakarta,New,184
2020-02-04,Tunaiku_PDF,Jakarta,New,164
2020-02-05,Tunaiku_PDF,Jakarta,New,177
2020-02-06,Tunaiku_PDF,Jakarta,New,181
2020-02-07,Tunaiku_PDF,Jakarta,New,186
2020-02-08,Tunaiku_PDF,Jakarta,New,97
2020-02-09,Tunaiku_PDF,Jakarta,New,110
2020-02-10,Tunaiku_PDF,Jakarta,New,168
2020-02-11,Tunaiku_PDF,Jakarta,New,177
2020-02-12,Tunaiku_PDF,Jakarta,New,200
2020-02-13,Tunaiku_PDF,Jakarta,New,135
2020-02-14,Tunaiku_PDF,Jakarta,New,143
2020-02-15,Tunaiku_PDF,Jakarta,New,84
2020-02-16,Tunaiku_PDF,Jakarta,New,74
2020-02-17,Tunaiku_PDF,Jakarta,New,159
2020-02-18,Tunaiku_PDF,Jakarta,New,196
2020-02-19,Tunaiku_PDF,Jakarta,New,175
2020-02-20,Tunaiku_PDF,Jakarta,New,181
2020-02-21,Tunaiku_PDF,Jakarta,New,192
2020-02-22,Tunaiku_PDF,Jakarta,New,118
2020-02-23,Tunaiku_PDF,Jakarta,New,102
2020-02-24,Tunaiku_PDF,Jakarta,New,201
2020-02-25,Tunaiku_PDF,Jakarta,New,182
2020-02-26,Tunaiku_PDF,Jakarta,New,163
2020-02-27,Tunaiku_PDF,Jakarta,New,164
2020-02-28,Tunaiku_PDF,Jakarta,New,139
2020-02-29,Tunaiku_PDF,Jakarta,New,91
2020-03-01,Tunaiku_PDF,Jakarta,New,99
2020-03-02,Tunaiku_PDF,Jakarta,New,189
2020-03-03,Tunaiku_PDF,Jakarta,New,217
2020-03-04,Tunaiku_PDF,Jakarta,New,151
2020-03-05,Tunaiku_PDF,Jakarta,New,185
2020-03-06,Tunaiku_PDF,Jakarta,New,148
2020-03-07,Tunaiku_PDF,Jakarta,New,108
2020-03-08,Tunaiku_PDF,Jakarta,New,101
2020-03-09,Tunaiku_PDF,Jakarta,New,135
2020-03-10,Tunaiku_PDF,Jakarta,New,199
2020-03-11,Tunaiku_PDF,Jakarta,New,168
2020-03-12,Tunaiku_PDF,Jakarta,New,165
2020-03-13,Tunaiku_PDF,Jakarta,New,147
2020-03-14,Tunaiku_PDF,Jakarta,New,94
2020-03-15,Tunaiku_PDF,Jakarta,New,108
2020-03-16,Tunaiku_PDF,Jakarta,New,169
2020-03-17,Tunaiku_PDF,Jakarta,New,186
2020-03-18,Tunaiku_PDF,Jakarta,New,189
2020-03-19,Tunaiku_PDF,Jakarta,New,204
2020-03-20,Tunaiku_PDF,Jakarta,New,162
2020-03-21,Tunaiku_PDF,Jakarta,New,84
2020-03-22,Tunaiku_PDF,Jakarta,New,116
2020-03-23,Tunaiku_PDF,Jakarta,New,166
2020-03-24,Tunaiku_PDF,Jakarta,New,203
2020-03-25,Tunaiku_PDF,Jakarta,New,189
2020-03-26,Tunaiku_PDF,Jakarta,New,174
2020-03-27,Tunaiku_PDF,Jakarta,New,176
2020-03-28,Tunaiku_PDF,Jakarta,New,126
2020-03-29,Tunaiku_PDF,Jakarta,New,129
2020-03-30,Tunaiku_PDF,Jakarta,New,174
2020-03-31,Tunaiku_PDF,Jakarta,New,183
2020-04-01,Tunaiku_PDF,Jakarta,New,205
2020-04-02,Tunaiku_PDF,Jakarta,New,159
2020-04-03,Tunaiku_PDF,Jakarta,New,176
2020-04-04,Tunaiku_PDF,Jakarta,New,102
2020-04-05,Tunaiku_PDF,Jakarta,New,107
2020-04-06,Tunaiku_PDF,Jakarta,New,156
2020-04-07,Tunaiku_PDF,Jakarta,New,146
2020-04-08,Tunaiku_PDF,Jakarta,New,137
2020-04-09,Tunaiku_PDF,Jakarta,New,154
2020-04-10,Tunaiku_PDF,Jakarta,New,161
2020-04-11,Tunaiku_PDF,Jakarta,New,99
2020-04-12,Tunaiku_PDF,Jakarta,New,128
2020-04-13,Tunaiku_PDF,Jakarta,New,198
2020-04-14,Tunaiku_PDF,Jakarta,New,161
2020-04-15,Tunaiku_PDF,Jakarta,New,191
2020-04-16,Tunaiku_PDF,Jakarta,New,170
2020-04-17,Tunaiku_PDF,Jakarta,New,166
2020-04-18,Tunaiku_PDF,Jakarta,New,106
2020-04-19,Tunaiku_PDF,Jakarta,New,113
2020-04-20,Tunaiku_PDF,Jakarta,New,169
2020-04-21,Tunaiku_PDF,Jakarta,New,207
2020-04-22,Tunaiku_PDF,Jakarta,New,160
2020-04-23,Tunaiku_PDF,Jakarta,New,181
2020-04-24,Tunaiku_PDF,Jakarta,New,227
2020-04-25,Tunaiku_PDF,Jakarta,New,107
2020-04-26,Tunaiku_PDF,Jakarta,New,124
2020-04-27,Tunaiku_PDF,Jakarta,New,180
2020-04-28,Tunaiku_PDF,Jakarta,New,198
2020-04-29,Tunaiku_PDF,Jakarta,New,185
2020-04-30,Tunaiku_PDF,Jakarta,New,178
2020-05-01,Tunaiku_PDF,Jakarta,New,158
2020-05-02,Tunaiku_PDF,Jakarta,New,111
2020-05-03,Tunaiku_PDF,Jakarta,New,660
2020-05-04,Tunaiku_PDF,Jakarta,New,193
2020-05-05,Tunaiku_PDF,Jakarta,New,211
2020-05-06,Tunaiku_PDF,Jakarta,New,197
2020-05-07,Tunaiku_PDF,Jakarta,New,177
2020-05-08,Tunaiku_PDF,Jakarta,New,186
2020-05-09,Tunaiku_PDF,Jakarta,New,102
2020-05-10,Tunaiku_PDF,Jakarta,New,120
2020-05-11,Tunaiku_PDF,Jakarta,New,141
2020-05-12,Tunaiku_PDF,Jakarta,New,180
