customer_id,city,latitude,longitude,product,income,default_flag
54,Bogor,-6.638366,106.830929,Tunaiku_PDF,8300000.0,0
55,Jakarta,-6.163812,106.896531,SMB_Loan,2800000.0,0
56,Depok,-6.349968,106.820857,Tunaiku_PDF,3100000.0,0
57,Bandung,-6.81657,107.740654,SMB_Loan,3000000.0,0
58,Jakarta,-6.151911,106.791569,SMB_Loan,5000000.0,1
59,Surabaya,-7.294851,112.804517,Tunaiku_PDF,5400000.0,0
60,Bekasi,-6.190203,106.94427,Tunaiku_PDF,3800000.0,0
61,Semarang,-6.930897,110.42184,Tunaiku_PDF,10500000.0,0
62,Jakarta,-6.273481,106.83913,Senyumku_Savings,6100000.0,0
63,Jakarta,-6.197808,106.880668,Tunaiku_PDF,3400000.0,0
64,Jakarta,-6.256985,106.831305,Tunaiku_PDF,2000000.0,0
65,Bekasi,-6.310571,106.963624,Senyumku_Savings,7200000.0,0
66,Bogor,-6.619728,106.803825,Senyumku_Savings,2000000.0,0
67,Jakarta,-6.291947,106.725776,Tunaiku_PDF,3600000.0,0
68,Bogor,-6.596262,106.86254,SMB_Loan,3800000.0,0
69,Semarang,-7.055154,110.4569,SMB_Loan,11500000.0,0
70,Jakarta,-6.182483,106.87019,Tunaiku_PDF,7100000.0,1
71,Tangerang,-6.26748,106.60249,Tunaiku_PDF,4200000.0,0
72,Bogor,-6.660523,106.736373,SMB_Loan,5000000.0,0
73,Medan,3.514899,98.579103,Tunaiku_PDF,6200000.0,0
74,Surabaya,-7.3391,112.826067,SMB_Loan,7400000.0,1
75,Semarang,-7.110772,110.381798,Tunaiku_PDF,6100000.0,0
76,Tangerang,-6.226886,106.549972,SMB_Loan,4000000.0,0
77,Bogor,-6.599488,106.775065,SMB_Loan,2200000.0,1
78,Semarang,-7.053491,110.371657,Tunaiku_PDF,5000000.0,0
79,Surabaya,-7.218837,112.729748,Tunaiku_PDF,3700000.0,0
80,Jakarta,-6.21399,106.749869,Tunaiku_PDF,2500000.0,0
81,Jakarta,-6.166989,106.915191,Tunaiku_PDF,2100000.0,0
82,Depok,-6.304056,106.842962,Tunaiku_PDF,5700000.0,0
83,Jakarta,-6.060783,106.799032,Tunaiku_PDF,2700000.0,0
84,Bandung,-6.927492,107.679883,Senyumku_Savings,2900000.0,0
85,Jakarta,-6.167875,106.728234,Tunaiku_PDF,4200000.0,0
86,Bandung,-6.887762,107.654651,Senyumku_Savings,3100000.0,0
87,Tangerang,-6.103634,106.599966,SMB_Loan,9700000.0,0
88,Surabaya,-7.287819,112.715495,Tunaiku_PDF,7300000.0,0
89,Depok,-6.408228,106.858506,Tunaiku_PDF,12600000.0,0
90,Semarang,-7.092566,110.425454,Tunaiku_PDF,9500000.0,1
91,Medan,3.654366,98.717716,Tunaiku_PDF,5100000.0,1
92,Jakarta,-6.194295,106.831117,Tunaiku_PDF,4000000.0,0
93,Jakarta,-6.185607,106.834882,Senyumku_Savings,5700000.0,0
94,Tangerang,-6.104202,106.655028,Tunaiku_PDF,9200000.0,0
95,Bogor,-6.55424,106.872501,Senyumku_Savings,4000000.0,0
96,Surabaya,-7.22585,112.674951,Senyumku_Savings,6800000.0,1
97,Bandung,-6.984812,107.476714,Tunaiku_PDF,7000000.0,1
98,Tangerang,-6.109078,106.714969,Tunaiku_PDF,3600000.0,0
99,Jakarta,-6.247311,106.802303,Senyumku_Savings,3100000.0,0
100,Bogor,-6.627993,106.801605,Senyumku_Savings,4700000.0,0
101,Jakarta,-6.159419,106.829016,SMB_Loan,3200000.0,0
102,Bekasi,-6.215822,106.900396,Tunaiku_PDF,4300000.0,0
103,Jakarta,-6.157499,106.812815,SMB_Loan,5400000.0,0
104,Jakarta,-6.212898,106.918815,Tunaiku_PDF,3100000.0,0
105,Tangerang,-6.090341,106.817702,Tunaiku_PDF,7200000.0,0
106,Jakarta,-6.154546,106.759501,Tunaiku_PDF,5800000.0,0
107,Tangerang,-6.223111,106.604012,Tunaiku_PDF,8300000.0,0
108,Bogor,-6.633695,106.823167,Tunaiku_PDF,5500000.0,0
109,Semarang,-6.91736,110.425714,Tunaiku_PDF,5300000.0,0
110,Jakarta,-6.15083,106.862831,Tunaiku_PDF,2600000.0,0
111,Semarang,-7.000045,110.459552,Tunaiku_PDF,4800000.0,0
112,Jakarta,-6.222604,106.802965,SMB_Loan,3300000.0,0
113,Surabaya,-7.199884,112.715122,Tunaiku_PDF,9800000.0,0
114,Medan,3.570087,98.64951,Senyumku_Savings,7000000.0,0
115,Jakarta,-6.160028,106.839125,Tunaiku_PDF,5000000.0,0
116,Medan,3.632519,98.599013,Senyumku_Savings,6900000.0,0
117,Bekasi,-6.120946,106.961271,SMB_Loan,3300000.0,0
118,Tangerang,-6.216116,106.578997,Tunaiku_PDF,2500000.0,1
119,Jakarta,-6.085098,106.824832,Tunaiku_PDF,2900000.0,0
120,Semarang,-6.934189,110.404924,Tunaiku_PDF,3600000.0,0
121,Depok,-6.465269,106.854487,Tunaiku_PDF,2500000.0,0
122,Bekasi,-6.230944,106.939608,Senyumku_Savings,6000000.0,0
123,Depok,-6.355777,106.74355,Senyumku_Savings,11300000.0,0
124,Surabaya,-7.310362,112.689513,SMB_Loan,3700000.0,0
125,Tangerang,-6.183761,106.649296,Tunaiku_PDF,18000000.0,0
126,Jakarta,-6.17685,106.791464,Tunaiku_PDF,4300000.0,0
127,Jakarta,-6.236124,106.797823,Tunaiku_PDF,7600000.0,0
128,Tangerang,-6.165055,106.748914,SMB_Loan,11000000.0,0
129,Medan,3.490025,98.629774,Senyumku_Savings,6500000.0,0
130,Jakarta,-6.260389,106.773679,Tunaiku_PDF,4200000.0,0
131,Jakarta,-6.146054,106.840025,Tunaiku_PDF,3600000.0,0
132,Depok,-6.365769,106.851209,Tunaiku_PDF,5200000.0,0
133,Jakarta,-6.158717,106.970761,Tunaiku_PDF,8500000.0,0
134,Bandung,-6.878965,107.575656,Tunaiku_PDF,5300000.0,0
135,Tangerang,-6.201154,106.59382,Tunaiku_PDF,5900000.0,0
136,Surabaya,-7.346787,112.761309,SMB_Loan,6800000.0,0
137,Surabaya,-7.308991,112.716123,Tunaiku_PDF,3500000.0,1
138,Jakarta,-6.230227,106.861195,Tunaiku_PDF,2000000.0,0
139,Bandung,-7.028155,107.538807,Tunaiku_PDF,4400000.0,0
140,Depok,-6.497449,106.858114,Tunaiku_PDF,6000000.0,0
141,Jakarta,-6.267561,106.856901,Tunaiku_PDF,4500000.0,0
142,Surabaya,-7.305397,112.690889,Senyumku_Savings,6500000.0,0
143,Surabaya,-7.19646,112.89036,Tunaiku_PDF,7400000.0,0
144,Surabaya,-7.361861,112.800738,Tunaiku_PDF,4400000.0,0
145,Bandung,-6.893635,107.626827,Senyumku_Savings,3200000.0,1
146,Medan,3.541028,98.625615,SMB_Loan,6400000.0,0
147,Jakarta,-6.278759,106.883864,Tunaiku_PDF,3400000.0,0
148,Jakarta,-6.341746,106.786821,Senyumku_Savings,5500000.0,0
149,Jakarta,-6.119538,106.895414,Tunaiku_PDF,4000000.0,0
150,Semarang,-7.013726,110.33861,Tunaiku_PDF,2700000.0,0
151,Bogor,-6.586391,106.737156,Tunaiku_PDF,5300000.0,0
152,Bekasi,-6.276166,106.960048,Tunaiku_PDF,3500000.0,0
153,Surabaya,-7.178344,112.811689,Tunaiku_PDF,4700000.0,1
154,Jakarta,-6.088208,106.825856,SMB_Loan,7400000.0,0
155,Medan,3.678609,98.743514,Senyumku_Savings,2000000.0,0
156,Bekasi,-6.23699,107.000687,Tunaiku_PDF,4000000.0,0
157,Bandung,-6.912101,107.682808,Senyumku_Savings,2600000.0,0
158,Tangerang,-6.167657,106.640068,Tunaiku_PDF,11000000.0,0
159,Bandung,-6.918861,107.661025,Tunaiku_PDF,7000000.0,1
160,Depok,-6.356896,106.818272,Tunaiku_PDF,5100000.0,0
161,Surabaya,-7.167208,112.773467,Tunaiku_PDF,3600000.0,0
162,Bogor,-6.508266,106.864288,SMB_Loan,3900000.0,0
163,Jakarta,-6.280432,106.810003,Senyumku_Savings,7000000.0,0
164,Semarang,-6.997514,110.44798,Tunaiku_PDF,5900000.0,0
165,Jakarta,-6.250352,106.767727,Senyumku_Savings,7600000.0,0
166,Bandung,-6.878196,107.576527,Tunaiku_PDF,4600000.0,0
167,Tangerang,-6.208145,106.614067,Tunaiku_PDF,5900000.0,0
168,Bogor,-6.606453,106.780527,Tunaiku_PDF,2900000.0,1
169,Semarang,-6.99751,110.459803,Tunaiku_PDF,3600000.0,0
170,Medan,3.472201,98.591548,SMB_Loan,3400000.0,0
171,Bogor,-6.518983,106.956157,Senyumku_Savings,7400000.0,0
172,Semarang,-6.940654,110.391433,SMB_Loan,2900000.0,0
173,Depok,-6.44488,106.859593,Senyumku_Savings,6100000.0,0
174,Jakarta,-6.257772,106.949467,Tunaiku_PDF,5500000.0,0
175,Jakarta,-6.30745,106.854849,Senyumku_Savings,8400000.0,0
176,Surabaya,-7.156425,112.675493,Tunaiku_PDF,16600000.0,0
177,Depok,-6.489819,106.801758,Tunaiku_PDF,3200000.0,0
178,Bogor,-6.581765,106.77788,Tunaiku_PDF,5500000.0,0
179,Jakarta,-6.238808,106.880148,Senyumku_Savings,3600000.0,0
180,Bogor,-6.604612,106.846585,Senyumku_Savings,9200000.0,0
181,Jakarta,-6.232784,106.776106,Tunaiku_PDF,4400000.0,0
182,Surabaya,-7.325851,112.742555,SMB_Loan,2900000.0,0
183,Semarang,-6.989549,110.492725,SMB_Loan,7300000.0,0
184,Bekasi,-6.268771,107.116485,Senyumku_Savings,3000000.0,1
185,Surabaya,-7.235778,112.717325,Tunaiku_PDF,5000000.0,0
186,Jakarta,-6.131562,106.842985,SMB_Loan,9700000.0,1
187,Surabaya,-7.249035,112.694696,Tunaiku_PDF,10900000.0,1
188,Jakarta,-6.320016,106.798126,Senyumku_Savings,9200000.0,0
189,Jakarta,-6.174918,106.894996,Tunaiku_PDF,8400000.0,1
190,Tangerang,-6.2399,106.69277,SMB_Loan,5600000.0,0
191,Bogor,-6.46764,106.924812,Tunaiku_PDF,4300000.0,1
192,Semarang,-7.021707,110.384791,SMB_Loan,5800000.0,0
193,Semarang,-7.032773,110.445755,Tunaiku_PDF,2000000.0,1
194,Surabaya,-7.290932,112.809708,Tunaiku_PDF,5700000.0,0
195,Jakarta,-6.183176,106.881373,Senyumku_Savings,2900000.0,0
196,Bekasi,-6.171931,107.060043,Tunaiku_PDF,6200000.0,0
197,Bogor,-6.498362,106.86589,Senyumku_Savings,5200000.0,1
198,Bekasi,-6.284362,106.963144,Tunaiku_PDF,2300000.0,0
199,Semarang,-7.077974,110.395333,Senyumku_Savings,11200000.0,0
200,Surabaya,-7.343198,112.784436,Tunaiku_PDF,8900000.0,0
201,Depok,-6.381836,106.715892,Tunaiku_PDF,9100000.0,0
202,Tangerang,-6.073845,106.609217,SMB_Loan,7900000.0,1
203,Tangerang,-6.159805,106.57158,Tunaiku_PDF,3600000.0,0
204,Tangerang,-6.218863,106.637817,Tunaiku_PDF,3400000.0,0
205,Surabaya,-7.30009,112.734002,Tunaiku_PDF,8000000.0,0
206,Jakarta,-6.216739,106.944835,Tunaiku_PDF,2300000.0,0
207,Surabaya,-7.300146,112.828329,Tunaiku_PDF,5100000.0,0
208,Jakarta,-6.224621,106.746729,Tunaiku_PDF,4200000.0,0
209,Semarang,-6.981642,110.446663,Senyumku_Savings,4300000.0,0
210,Semarang,-7.084198,110.453567,SMB_Loan,11700000.0,0
211,Bekasi,-6.118928,106.990621,Senyumku_Savings,3300000.0,0
212,Jakarta,-6.147903,106.812889,Tunaiku_PDF,2900000.0,0
213,Bekasi,-6.198017,107.124101,Tunaiku_PDF,10000000.0,0
214,Jakarta,-6.196783,106.835556,Tunaiku_PDF,3000000.0,0
215,Jakarta,-6.313962,106.850771,Tunaiku_PDF,3000000.0,0
216,Semarang,-7.001005,110.500795,Tunaiku_PDF,3600000.0,0
217,Bogor,-6.692273,106.86895,Senyumku_Savings,8400000.0,0
218,Jakarta,-6.300951,106.78949,Tunaiku_PDF,9600000.0,0
219,Semarang,-6.958576,110.404154,Tunaiku_PDF,2400000.0,0
220,Bogor,-6.575446,106.830332,Tunaiku_PDF,6700000.0,0
221,Tangerang,-6.150101,106.628948,Tunaiku_PDF,5000000.0,0
222,Jakarta,-6.312576,106.901023,Senyumku_Savings,5800000.0,0
223,Jakarta,-6.119515,106.858656,Tunaiku_PDF,7800000.0,1
224,Jakarta,-6.182138,106.797127,Tunaiku_PDF,2900000.0,0
225,Jakarta,-6.252609,106.9318,Tunaiku_PDF,5000000.0,0
226,Tangerang,-6.209741,106.672762,Tunaiku_PDF,4100000.0,0
227,Bekasi,-6.187635,106.974023,Senyumku_Savings,2000000.0,0
228,Medan,3.629718,98.615155,Senyumku_Savings,4500000.0,0
229,Bekasi,-6.189861,106.937426,Tunaiku_PDF,2000000.0,1
230,Medan,3.523968,98.63165,Tunaiku_PDF,8200000.0,0
231,Jakarta,-6.25489,106.923128,Tunaiku_PDF,6700000.0,1
232,Jakarta,-6.152813,106.936546,SMB_Loan,8000000.0,0
233,Jakarta,-6.24447,106.747336,Tunaiku_PDF,4300000.0,0
234,Bogor,-6.582365,106.904249,Tunaiku_PDF,6800000.0,0
235,Bogor,-6.633708,106.766144,Senyumku_Savings,3000000.0,0
236,Surabaya,-7.255692,112.796894,Tunaiku_PDF,2700000.0,1
237,Jakarta,-6.255931,107.015638,Senyumku_Savings,2600000.0,0
238,Bekasi,-6.216435,106.96263,Tunaiku_PDF,2700000.0,0
239,Medan,3.486442,98.690517,Senyumku_Savings,8600000.0,1
240,Bogor,-6.53046,106.803472,Tunaiku_PDF,4800000.0,0
241,Tangerang,-6.358705,106.674081,Tunaiku_PDF,6400000.0,0
242,Bekasi,-6.262695,106.93039,Tunaiku_PDF,5300000.0,1
243,Bekasi,-6.240386,106.926133,Tunaiku_PDF,6900000.0,1
244,Tangerang,-6.10471,106.631949,SMB_Loan,4600000.0,0
245,Bogor,-6.595798,106.732118,Tunaiku_PDF,5400000.0,0
246,Bogor,-6.565817,106.801215,Tunaiku_PDF,3300000.0,1
247,Jakarta,-6.206986,106.964586,SMB_Loan,5400000.0,0
248,Surabaya,-7.310926,112.860385,SMB_Loan,4700000.0,0
249,Bandung,-6.925778,107.611634,Tunaiku_PDF,3100000.0,0
250,Jakarta,-6.331856,106.713772,Tunaiku_PDF,2400000.0,1
251,Jakarta,-6.234971,106.897201,Senyumku_Savings,9100000.0,0
252,Medan,3.461426,98.634585,Tunaiku_PDF,4000000.0,0
253,Jakarta,-6.18897,106.851006,SMB_Loan,2700000.0,1
254,Surabaya,-7.276615,112.885923,Senyumku_Savings,2000000.0,0
255,Medan,3.583122,98.679808,SMB_Loan,7200000.0,0
256,Semarang,-6.963724,110.396282,Senyumku_Savings,2000000.0,0
257,Jakarta,-6.169505,106.844877,SMB_Loan,4700000.0,0
258,Semarang,-6.976036,110.416739,SMB_Loan,5300000.0,0
259,Bekasi,-6.248943,107.013185,Tunaiku_PDF,5000000.0,0
260,Semarang,-6.978735,110.459031,Tunaiku_PDF,6400000.0,0
261,Depok,-6.528816,106.856625,Tunaiku_PDF,7400000.0,0
262,Jakarta,-6.142909,106.697447,Tunaiku_PDF,5900000.0,0
263,Bandung,-6.883132,107.667367,Senyumku_Savings,7700000.0,0
264,Tangerang,-6.185971,106.752937,Tunaiku_PDF,2900000.0,0
265,Bogor,-6.569278,106.900039,Tunaiku_PDF,7900000.0,0
266,Jakarta,-6.252032,106.930528,SMB_Loan,4800000.0,0
267,Semarang,-7.032033,110.351474,Tunaiku_PDF,5500000.0,0
268,Jakarta,-6.226594,106.78285,Tunaiku_PDF,3700000.0,0
269,Bekasi,-6.300742,106.968912,Tunaiku_PDF,8900000.0,0
270,Tangerang,-6.190524,106.572393,Tunaiku_PDF,3200000.0,0
271,Medan,3.549842,98.717886,Tunaiku_PDF,4200000.0,0
272,Surabaya,-7.379946,112.731007,Tunaiku_PDF,5500000.0,0
273,Jakarta,-6.234476,106.81598,SMB_Loan,3100000.0,1
274,Depok,-6.327288,106.791668,Senyumku_Savings,9100000.0,0
275,Medan,3.681671,98.611345,Tunaiku_PDF,5100000.0,1
276,Surabaya,-7.212564,112.757246,Tunaiku_PDF,6300000.0,1
277,Jakarta,-6.172547,106.862883,SMB_Loan,5600000.0,0
278,Semarang,-7.000497,110.371547,Tunaiku_PDF,5700000.0,0
279,Semarang,-6.95997,110.38958,SMB_Loan,2000000.0,1
280,Medan,3.549231,98.607289,Tunaiku_PDF,3600000.0,0
281,Surabaya,-7.245939,112.739567,SMB_Loan,6100000.0,0
282,Bandung,-6.896718,107.570531,SMB_Loan,5300000.0,0
283,Medan,3.591805,98.663772,Tunaiku_PDF,4200000.0,0
284,Jakarta,-6.233672,106.905849,SMB_Loan,6600000.0,0
285,Bandung,-7.057671,107.587959,Tunaiku_PDF,5400000.0,1
286,Jakarta,-6.191346,106.807125,SMB_Loan,8000000.0,0
287,Semarang,-7.075371,110.427627,SMB_Loan,4000000.0,0
288,Surabaya,-7.284613,112.732441,SMB_Loan,5300000.0,0
289,Bogor,-6.563329,106.825821,Senyumku_Savings,5900000.0,0
290,Surabaya,-7.130826,112.659522,SMB_Loan,3500000.0,0
291,Bekasi,-6.194883,107.002123,SMB_Loan,4900000.0,0
292,Bekasi,-6.309205,106.948627,SMB_Loan,4400000.0,0
293,Bekasi,-6.132651,107.039874,Tunaiku_PDF,8200000.0,0
294,Jakarta,-6.121041,106.93356,Senyumku_Savings,5100000.0,0
295,Medan,3.543996,98.580886,Tunaiku_PDF,6300000.0,0
296,Semarang,-6.942428,110.383836,Tunaiku_PDF,5100000.0,0
297,Surabaya,-7.238686,112.889348,Tunaiku_PDF,3100000.0,0
298,Jakarta,-6.160062,106.865387,Tunaiku_PDF,3800000.0,0
299,Jakarta,-6.139088,106.83972,SMB_Loan,6700000.0,0
300,Semarang,-6.960254,110.432141,SMB_Loan,2600000.0,0
301,Jakarta,-6.288453,106.744747,Tunaiku_PDF,4600000.0,0
302,Semarang,-6.959659,110.541483,SMB_Loan,6900000.0,0
303,Bekasi,-6.294839,107.014916,Tunaiku_PDF,3200000.0,0
304,Bandung,-6.981268,107.68906,Senyumku_Savings,6600000.0,0
305,Surabaya,-7.21569,112.740631,Tunaiku_PDF,5800000.0,0
306,Bogor,-6.596337,106.736448,Tunaiku_PDF,6700000.0,0
307,Jakarta,-6.250852,106.858037,Senyumku_Savings,7200000.0,0
308,Jakarta,-6.230475,106.745478,Senyumku_Savings,4500000.0,0
309,Tangerang,-6.197462,106.605396,SMB_Loan,4800000.0,1
310,Jakarta,-6.171417,106.805635,Tunaiku_PDF,5500000.0,1
311,Tangerang,-6.268253,106.694755,Tunaiku_PDF,5100000.0,0
312,Bogor,-6.613997,106.903273,Tunaiku_PDF,7900000.0,0
313,Jakarta,-6.214758,106.779478,SMB_Loan,3700000.0,0
314,Surabaya,-7.262891,112.785393,Tunaiku_PDF,13000000.0,0
315,Semarang,-7.085824,110.334347,Tunaiku_PDF,4000000.0,0
316,Bekasi,-6.237244,106.868845,Tunaiku_PDF,10900000.0,0
317,Depok,-6.389137,106.874233,Tunaiku_PDF,5600000.0,0
318,Tangerang,-6.208986,106.54453,Tunaiku_PDF,2300000.0,1
319,Bekasi,-6.218148,106.984946,Tunaiku_PDF,2300000.0,0
320,Jakarta,-6.111634,106.837241,Tunaiku_PDF,2200000.0,0
321,Surabaya,-7.309866,112.789533,Tunaiku_PDF,3800000.0,0
322,Jakarta,-6.251141,106.883729,Senyumku_Savings,7700000.0,0
323,Jakarta,-6.231674,106.835117,Tunaiku_PDF,4300000.0,0
324,Jakarta,-6.310802,106.919897,Tunaiku_PDF,3300000.0,0
325,Bandung,-6.987493,107.69863,SMB_Loan,5700000.0,1
326,Jakarta,-6.195273,106.912655,SMB_Loan,8700000.0,0
327,Jakarta,-6.171864,106.779672,Tunaiku_PDF,2000000.0,0
328,Bekasi,-6.274253,107.034153,Tunaiku_PDF,2600000.0,0
329,Bekasi,-6.374758,106.948105,SMB_Loan,3300000.0,0
330,Jakarta,-6.33972,106.853958,Tunaiku_PDF,6500000.0,0
331,Medan,3.531182,98.65945,Tunaiku_PDF,6100000.0,0
332,Jakarta,-6.218575,106.872549,SMB_Loan,3700000.0,0
333,Depok,-6.396732,106.830836,Tunaiku_PDF,7000000.0,0
334,Tangerang,-6.138914,106.615901,SMB_Loan,6200000.0,0
335,Semarang,-6.967667,110.358789,Tunaiku_PDF,5500000.0,0
336,Bogor,-6.571901,106.827764,Tunaiku_PDF,3400000.0,0
337,Jakarta,-6.286915,106.762569,Tunaiku_PDF,5900000.0,0
338,Depok,-6.503002,106.676957,SMB_Loan,12600000.0,0
339,Depok,-6.430149,106.730653,Tunaiku_PDF,2000000.0,1
340,Semarang,-6.975176,110.385256,Senyumku_Savings,5900000.0,0
341,Bandung,-6.91238,107.668213,Tunaiku_PDF,4400000.0,0
342,Medan,3.472209,98.708063,Tunaiku_PDF,3600000.0,0
343,Medan,3.549378,98.662914,Tunaiku_PDF,2700000.0,0
344,Depok,-6.384889,106.774511,Tunaiku_PDF,2200000.0,0
345,Jakarta,-6.224822,106.839265,SMB_Loan,5700000.0,0
346,Tangerang,-6.129423,106.667834,Tunaiku_PDF,3100000.0,0
347,Jakarta,-6.230782,106.754739,Tunaiku_PDF,3700000.0,0
348,Depok,-6.272365,106.74337,Senyumku_Savings,4900000.0,0
349,Bekasi,-6.163892,106.954628,Tunaiku_PDF,6100000.0,0
350,Semarang,-7.076396,110.447394,Senyumku_Savings,2300000.0,1
351,Bekasi,-6.236075,107.003656,Tunaiku_PDF,3300000.0,0
352,Jakarta,-6.190718,106.852116,Tunaiku_PDF,4800000.0,0
353,Medan,3.571866,98.599825,Tunaiku_PDF,5000000.0,0
354,Bogor,-6.565557,106.813559,Tunaiku_PDF,4300000.0,0
355,Medan,3.690567,98.629493,Tunaiku_PDF,9000000.0,1
356,Jakarta,-6.185257,106.776664,Tunaiku_PDF,7600000.0,0
357,Jakarta,-6.187948,106.745677,Senyumku_Savings,6300000.0,0
358,Surabaya,-7.343884,112.780035,Tunaiku_PDF,8400000.0,0
359,Jakarta,-6.132083,106.916777,SMB_Loan,8700000.0,0
360,Jakarta,-6.157595,106.822347,SMB_Loan,6800000.0,0
361,Bogor,-6.54994,106.72082,Tunaiku_PDF,3500000.0,0
362,Medan,3.465095,98.710513,Tunaiku_PDF,7300000.0,0
363,Jakarta,-6.312733,106.834075,SMB_Loan,6000000.0,1
364,Bogor,-6.566729,106.878405,Tunaiku_PDF,5700000.0,0
365,Tangerang,-6.171398,106.619887,Tunaiku_PDF,4500000.0,1
366,Bekasi,-6.263453,106.886455,Tunaiku_PDF,11400000.0,1
367,Jakarta,-6.262823,106.76175,Tunaiku_PDF,6300000.0,0
368,Semarang,-6.924389,110.425201,Tunaiku_PDF,7900000.0,0
369,Semarang,-7.123238,110.37209,Tunaiku_PDF,6800000.0,0
370,Bandung,-6.814623,107.557178,Senyumku_Savings,4900000.0,0
371,Medan,3.561732,98.694267,Tunaiku_PDF,4500000.0,0
372,Depok,-6.297066,106.84455,Senyumku_Savings,4500000.0,0
373,Jakarta,-6.305862,106.769113,Tunaiku_PDF,2200000.0,1
374,Jakarta,-6.174398,106.875052,SMB_Loan,3600000.0,0
375,Semarang,-6.934639,110.313956,Tunaiku_PDF,6800000.0,0
376,Depok,-6.357911,106.91099,Senyumku_Savings,15300000.0,0
377,Tangerang,-6.143957,106.61082,Tunaiku_PDF,3000000.0,0
378,Medan,3.572929,98.68149,Tunaiku_PDF,3100000.0,0
379,Semarang,-7.048148,110.403385,Tunaiku_PDF,2000000.0,0
380,Jakarta,-6.204349,106.921286,Tunaiku_PDF,5900000.0,0
381,Medan,3.573698,98.694001,Tunaiku_PDF,9100000.0,0
