app_id,customer_id,submit_ts,latitude,longitude,loan_amount
82,462,2026-01-09 14:00:30,-6.256933,106.760444,5200000.0
83,1799,2026-04-19 21:11:41,-6.206601,106.812819,5200000.0
84,4566,2026-04-02 21:04:37,3.581247,98.612558,3900000.0
85,1479,2026-01-23 06:52:05,-6.59428,106.867518,8000000.0
86,4060,2026-01-14 22:08:49,-7.043841,110.290271,10800000.0
87,716,2026-03-12 16:55:48,3.530989,98.589024,8000000.0
88,6408,2026-01-29 00:57:54,-6.400361,106.687711,4800000.0
89,6222,2026-03-24 16:17:23,-6.053436,106.646753,6700000.0
90,2761,2026-01-10 16:12:10,-7.018492,110.404711,14100000.0
91,5196,2026-04-07 22:11:22,-6.222444,106.805785,7900000.0
92,7501,2026-02-13 18:02:55,-6.248149,106.955588,12300000.0
93,1068,2026-05-10 12:35:44,-6.156689,106.82777,8800000.0
94,7711,2026-02-12 05:10:18,-7.27207,112.809856,2800000.0
95,9765,2026-03-29 20:00:05,-6.132664,106.984006,8400000.0
96,9992,2026-04-26 03:16:13,-6.225818,106.853314,3700000.0
97,3886,2026-02-04 09:25:29,-6.220081,106.892563,4500000.0
98,6714,2026-04-23 07:47:19,3.592867,98.713036,4600000.0
99,7677,2026-02-27 15:21:09,-6.111067,106.921467,7900000.0
100,97,2026-04-30 13:42:26,-6.988812,107.486039,6300000.0
101,270,2026-03-18 13:25:49,-6.185203,106.581796,9000000.0
102,6424,2026-06-29 04:44:20,-6.29835,106.877146,6800000.0
103,890,2026-02-12 23:20:44,-6.2236,106.855215,7700000.0
104,153,2026-06-24 07:06:25,-7.188295,112.807363,4200000.0
105,9931,2026-04-19 20:52:20,3.517881,98.746677,14600000.0
106,3213,2026-02-26 04:24:11,-7.011411,110.36593,10200000.0
107,8799,2026-01-04 12:44:29,-6.262628,106.900178,8000000.0
108,7741,2026-05-20 18:20:52,-6.270497,106.731647,6900000.0
109,490,2026-05-10 11:21:59,-7.184269,112.797668,7000000.0
110,153,2026-02-19 05:53:58,-7.17564,112.812715,6600000.0
111,3411,2026-03-15 22:58:38,-6.58328,106.811973,6400000.0
112,4980,2026-06-01 04:19:50,-6.877414,107.596534,8400000.0
113,2179,2026-06-25 07:02:18,-6.987626,107.64493,9600000.0
114,9949,2026-01-19 14:37:08,-6.81723,107.585608,14000000.0
115,7863,2026-02-24 05:15:16,3.537906,98.642443,5100000.0
116,5985,2026-02-24 13:22:12,-6.264032,106.987166,8200000.0
117,2519,2026-05-07 22:10:42,-7.137697,112.772591,5900000.0
118,3271,2026-01-23 22:07:26,-6.127074,106.655676,2900000.0
119,8520,2026-04-24 06:26:15,3.655856,98.633067,7600000.0
120,7184,2026-01-03 11:51:13,3.558729,98.695101,4900000.0
121,21,2026-02-05 16:42:45,-6.236949,106.770877,6200000.0
122,6775,2026-04-10 05:40:46,-6.241696,106.840773,10700000.0
123,1969,2026-02-05 06:41:58,-6.238457,106.951611,4200000.0
124,6423,2026-03-15 14:28:58,-6.290114,106.745411,4000000.0
125,6630,2026-03-29 17:40:23,-6.154785,106.830048,4700000.0
126,3982,2026-03-31 22:40:15,-6.144481,106.950606,4700000.0
127,2034,2026-05-23 17:40:28,3.607295,98.62671,10900000.0
128,610,2026-05-10 18:38:19,-6.216099,106.954594,3100000.0
129,5814,2026-02-16 12:00:42,3.588187,98.685164,9000000.0
130,1877,2026-04-16 05:54:17,3.650603,98.648801,9900000.0
131,3083,2026-05-02 09:01:09,-6.201643,106.762702,11400000.0
132,7265,2026-02-16 01:21:19,-6.914174,107.634187,10100000.0
133,184,2026-02-12 09:03:54,-6.267338,107.115139,4500000.0
134,6462,2026-03-07 14:16:36,-6.996506,110.419191,5700000.0
135,3641,2026-05-04 13:35:52,-6.857356,110.525528,4000000.0
136,7898,2026-02-26 03:52:18,-6.227244,106.529089,4100000.0
137,8598,2026-04-26 23:22:33,-6.326524,107.006278,9400000.0
138,3304,2026-01-09 09:59:28,-6.197238,106.824241,3300000.0
139,7265,2026-06-09 04:58:13,-6.890308,107.657563,5100000.0
140,506,2026-02-20 01:16:29,-7.009027,110.442435,3700000.0
141,8148,2026-02-02 03:35:09,3.63324,98.629111,5700000.0
142,5146,2026-06-17 06:24:56,-6.12737,106.609417,5400000.0
143,5618,2026-05-18 23:42:00,-6.190974,106.856277,4900000.0
144,5007,2026-03-23 08:49:43,-6.295238,106.878874,3100000.0
145,2190,2026-02-07 06:08:57,-6.188614,106.818253,5800000.0
146,7797,2026-03-06 21:00:06,-6.395066,106.667933,5800000.0
147,9004,2026-02-01 06:03:25,-7.409824,112.746104,6700000.0
148,3719,2026-01-24 10:39:53,-6.308545,106.887679,10600000.0
149,1742,2026-05-03 13:27:17,-7.011979,110.434235,4600000.0
150,697,2026-03-27 05:54:22,-6.126109,106.853431,5200000.0
151,1980,2026-03-25 11:39:39,-6.323459,106.830055,3400000.0
152,5657,2026-04-03 04:35:27,-6.232518,106.847025,6600000.0
153,8643,2026-06-06 14:34:04,-6.303711,106.941813,4900000.0
154,7494,2026-06-29 11:41:18,-6.140837,106.567553,16000000.0
155,2469,2026-06-08 18:46:57,-7.083213,110.372565,4500000.0
156,870,2026-02-06 01:13:57,-6.970862,110.360101,7700000.0
157,2809,2026-02-12 18:41:59,-7.216516,112.697329,8700000.0
158,6166,2026-02-20 04:02:34,3.532286,98.67781,11800000.0
159,2268,2026-05-10 23:12:02,-6.066295,106.81042,5400000.0
160,2738,2026-06-06 19:57:52,-6.249984,106.813102,7000000.0
161,5424,2026-04-26 18:58:36,3.477134,98.722618,5900000.0
162,1486,2026-03-24 17:55:07,-6.634271,106.807753,7400000.0
163,5583,2026-04-30 14:06:58,-7.337602,112.714796,5900000.0
164,5678,2026-06-13 08:32:07,-6.583984,106.819558,7600000.0
165,4753,2026-04-26 03:07:53,-6.228917,107.053434,2300000.0
166,5355,2026-05-11 21:41:12,3.639451,98.660696,4900000.0
167,4548,2026-05-12 18:04:43,-6.211577,106.86516,8900000.0
168,9077,2026-01-15 11:36:45,-6.275949,106.994276,4200000.0
169,4510,2026-06-11 15:52:23,3.661321,98.614501,6700000.0
170,844,2026-05-14 15:32:53,-6.211308,106.780971,7600000.0
171,5589,2026-03-08 10:18:55,-7.026856,110.454334,3800000.0
172,5169,2026-03-28 13:01:04,-6.156923,106.791061,7000000.0
173,7457,2026-03-05 20:42:25,-6.27431,106.864428,5200000.0
174,8446,2026-05-28 14:11:12,-6.276627,106.951596,1600000.0
175,669,2026-05-08 22:52:06,3.582853,98.682422,4000000.0
176,1312,2026-05-08 06:51:01,-7.013667,110.369196,4600000.0
177,1053,2026-01-11 16:12:03,-7.289311,112.691499,8700000.0
178,7499,2026-05-01 20:13:29,-6.958451,110.418024,9100000.0
179,110,2026-01-26 10:44:32,-6.150501,106.859964,3600000.0
180,5732,2026-06-20 00:20:34,-6.290524,106.913306,6800000.0
181,5717,2026-06-09 19:45:06,-6.49533,106.80197,8000000.0
182,592,2026-01-09 20:29:50,-6.203445,106.512978,5600000.0
183,7338,2026-05-28 17:03:15,-6.9402,107.695176,13900000.0
184,833,2026-06-25 07:33:18,-6.988413,107.578385,3200000.0
185,7789,2026-01-18 23:54:18,-6.978516,110.496555,6400000.0
186,5332,2026-05-24 05:12:59,-6.273365,106.870593,3800000.0
187,9330,2026-04-12 08:57:09,-6.309004,107.014796,5400000.0
188,6933,2026-01-22 17:26:57,-6.090796,106.862208,7900000.0
189,2093,2026-02-23 05:52:58,-6.123393,106.870909,3900000.0
190,9488,2026-02-15 17:50:03,-6.958302,110.450233,3300000.0
191,1695,2026-06-27 21:23:36,-7.001032,110.500763,3900000.0
192,8668,2026-06-06 23:46:12,-6.154346,106.836376,4500000.0
193,7956,2026-04-21 17:02:09,-6.445675,106.735405,2400000.0
194,5372,2026-03-13 07:24:09,-6.214765,106.940064,4500000.0
195,8584,2026-03-31 02:17:10,-6.983934,110.382716,8600000.0
196,1456,2026-02-24 06:24:21,-6.31172,106.870505,11100000.0
197,879,2026-04-18 08:45:32,-6.223734,106.823296,4300000.0
198,3828,2026-03-30 03:14:20,-6.996824,110.402854,5200000.0
199,4197,2026-06-16 06:52:34,-6.128459,106.809614,3300000.0
200,6036,2026-06-24 23:29:56,-6.2881,106.795972,7600000.0
201,2500,2026-03-31 06:23:33,-6.151349,106.62736,5700000.0
202,5727,2026-06-10 10:52:41,-6.656375,106.818287,5900000.0
203,7400,2026-06-16 02:21:05,-6.240312,106.808471,4600000.0
204,9304,2026-03-19 00:08:13,-7.014599,110.483046,8300000.0
205,1835,2026-04-15 12:29:31,-6.91754,107.528009,15400000.0
206,9955,2026-06-17 20:19:31,-6.192525,106.693404,5000000.0
207,6977,2026-01-02 08:15:19,-6.302451,106.965792,18900000.0
208,3573,2026-01-25 05:00:22,-6.32381,106.951715,5800000.0
209,6351,2026-02-10 03:34:12,-6.882311,107.646311,8600000.0
210,8338,2026-05-14 08:39:19,-6.040348,106.675428,4400000.0
211,1192,2026-02-15 21:19:17,-6.501132,106.751707,4300000.0
212,1188,2026-03-28 15:37:50,-7.003527,110.454166,5000000.0
213,4562,2026-05-20 21:34:55,-7.347913,112.808784,2900000.0
214,5789,2026-02-05 03:58:07,-6.234146,106.836521,4600000.0
215,5783,2026-05-25 16:20:04,-6.215767,106.835877,5400000.0
216,6603,2026-02-25 16:40:53,-6.170891,106.683825,3000000.0
217,9543,2026-03-04 15:41:27,-6.471666,106.749086,3300000.0
218,5786,2026-01-20 05:39:03,-6.547544,106.883895,5800000.0
219,3303,2026-03-13 08:54:35,-6.193684,107.039758,4700000.0
220,2289,2026-05-11 16:17:49,-6.206368,106.615013,5900000.0
221,691,2026-06-19 15:21:29,-7.20848,112.73575,4900000.0
222,6079,2026-06-29 10:24:46,-6.162063,106.535317,4300000.0
223,9517,2026-04-06 21:20:09,-6.795859,107.691108,9500000.0
224,8810,2026-04-04 04:23:44,-7.259912,112.694543,3300000.0
225,7425,2026-05-20 22:34:40,-6.664638,106.858743,6500000.0
226,1528,2026-03-22 05:55:54,-6.382127,106.857643,4800000.0
227,2833,2026-03-23 06:03:31,-6.215463,106.861897,4500000.0
228,4721,2026-01-09 12:29:48,-6.263082,106.837092,10400000.0
229,5172,2026-06-19 01:42:11,-6.095241,106.827671,17000000.0
230,4976,2026-04-15 21:16:03,-6.659256,106.78269,8000000.0
231,2172,2026-01-23 07:08:08,-6.23798,106.778295,10500000.0
232,4421,2026-06-16 04:24:23,-6.197435,106.911224,2500000.0
233,7872,2026-05-25 00:57:21,-6.274871,106.624802,9100000.0
234,3606,2026-02-01 03:45:45,-7.010606,107.529198,9900000.0
235,3453,2026-05-22 04:30:16,-7.091393,110.346278,6300000.0
236,5252,2026-04-27 00:35:54,-6.203242,106.593143,4000000.0
237,6728,2026-05-02 01:49:37,-6.227275,106.942668,1500000.0
238,4814,2026-05-12 09:38:43,-6.647366,106.755547,9000000.0
239,144,2026-04-30 16:58:41,-7.36575,112.782609,10100000.0
240,4602,2026-06-04 08:14:25,-6.170292,106.889441,8500000.0
241,3003,2026-02-01 09:48:08,-7.379232,112.791204,3000000.0
242,7126,2026-05-23 05:20:47,-6.240859,106.940873,7800000.0
243,8819,2026-04-14 08:08:32,-6.224945,106.793405,10600000.0
244,5871,2026-02-04 13:13:58,-6.942643,110.497054,11600000.0
245,6046,2026-04-13 16:17:21,-7.066947,110.368867,6400000.0
246,1581,2026-02-01 08:53:48,-6.262473,106.86351,2900000.0
247,8343,2026-03-21 05:15:34,-6.240185,106.794946,11800000.0
248,2487,2026-03-06 05:49:56,-6.131441,106.891318,4900000.0
249,7501,2026-06-18 13:38:15,-6.232762,106.937231,7000000.0
250,4473,2026-01-04 13:48:30,-6.952645,107.586187,11500000.0
251,8091,2026-02-23 04:25:23,-6.200257,106.831683,2900000.0
252,1997,2026-03-27 06:01:59,-7.053907,110.492726,16800000.0
253,7112,2026-05-01 16:19:06,-6.255219,106.810872,4200000.0
254,4824,2026-06-15 05:39:11,-6.282296,106.892408,5200000.0
255,8616,2026-01-07 19:55:44,-7.044713,110.402628,6300000.0
256,8830,2026-05-09 19:26:45,-6.994792,110.352359,6100000.0
257,3116,2026-03-10 02:33:21,-6.617694,106.768248,9100000.0
258,5581,2026-01-12 07:26:03,-6.241845,106.990326,12900000.0
259,4979,2026-04-03 21:25:11,-7.042812,110.257247,7400000.0
260,8999,2026-02-02 07:00:55,-6.246594,106.792029,13000000.0
261,9820,2026-06-25 02:58:32,3.722351,98.743243,3700000.0
262,625,2026-02-03 01:41:34,-6.587449,106.728128,4000000.0
263,9030,2026-04-05 03:29:21,-6.768927,107.51465,4600000.0
264,5859,2026-03-26 16:57:35,-6.104574,106.614577,4100000.0
265,2220,2026-01-07 09:05:52,-7.005049,110.448869,9900000.0
266,7754,2026-02-13 01:34:50,-6.379337,106.889365,6200000.0
267,5429,2026-02-16 11:19:23,-7.189551,112.777812,9700000.0
268,602,2026-03-26 03:47:33,-6.177152,106.930332,4400000.0
269,4636,2026-01-10 07:56:02,-6.381167,106.820961,3900000.0
270,2092,2026-06-29 21:03:36,-6.311316,106.869796,5500000.0
271,7296,2026-05-24 23:27:54,-6.156256,106.859805,15500000.0
272,8799,2026-05-24 01:35:53,-6.269628,106.925367,4500000.0
273,4065,2026-04-22 01:24:39,-6.242946,106.797733,6600000.0
274,8603,2026-03-16 03:30:05,-7.008227,107.57826,12600000.0
275,8021,2026-06-14 05:35:25,-6.21701,106.884674,7900000.0
276,8735,2026-02-22 09:12:28,-6.20825,106.8026,1900000.0
277,1089,2026-01-31 07:59:58,-6.149015,106.697436,9100000.0
278,1175,2026-03-01 07:15:14,-6.441953,106.81723,1400000.0
279,2659,2026-06-26 11:03:23,-7.33841,112.665266,7100000.0
280,7989,2026-04-24 05:08:27,-6.912166,107.581019,5200000.0
281,8263,2026-01-06 02:56:38,-6.170911,106.80549,6200000.0
282,8845,2026-05-03 05:24:22,-7.239454,112.72986,5400000.0
283,7464,2026-03-17 23:12:15,-6.300042,106.872228,9000000.0
284,2279,2026-01-10 22:16:44,-6.228786,106.941213,4100000.0
285,7920,2026-03-29 07:22:13,-6.180988,106.826364,9800000.0
286,1201,2026-03-07 06:18:30,-6.187279,106.883133,11500000.0
287,318,2026-06-22 10:40:14,-6.216327,106.566575,8100000.0
288,2503,2026-01-17 00:13:20,-6.920098,107.551442,7000000.0
289,2830,2026-04-27 12:57:40,-6.284349,106.98995,10100000.0
290,3237,2026-03-07 21:30:45,-7.020899,110.370287,6300000.0
291,9667,2026-01-11 21:44:34,-6.262147,106.960928,15800000.0
292,7803,2026-01-28 06:24:18,-6.259902,106.937985,3400000.0
293,4346,2026-05-10 03:15:39,-6.1978,106.9264,10600000.0
294,7520,2026-01-15 06:34:54,-6.202767,106.968204,3400000.0
295,8758,2026-06-28 10:31:48,-6.373947,106.824289,3700000.0
296,2954,2026-06-01 08:39:54,-6.127434,106.569625,3500000.0
297,6826,2026-01-22 06:19:39,-6.182115,106.577977,4400000.0
298,9658,2026-04-02 17:43:56,-6.133054,106.679493,12900000.0
299,6510,2026-06-02 14:00:30,-6.415155,106.729399,4300000.0
300,2807,2026-01-01 23:31:12,-6.164781,106.855439,5900000.0
301,4947,2026-03-31 19:24:42,-6.306865,107.010223,6800000.0
302,106,2026-06-03 05:10:49,-6.154271,106.765846,10200000.0
303,4133,2026-02-07 06:02:48,-6.980091,110.382492,3000000.0
304,7281,2026-02-19 06:43:22,-6.179466,107.041404,7800000.0
305,5279,2026-01-27 19:51:46,-7.25284,112.756677,3400000.0
306,6357,2026-02-11 03:43:47,-6.093793,106.717806,4200000.0
307,8122,2026-02-26 05:41:09,-6.239316,106.818842,4800000.0
308,8996,2026-05-20 09:08:42,-6.230528,106.705328,9400000.0
309,4434,2026-01-06 20:43:17,-7.314301,112.725638,3600000.0
310,8406,2026-02-24 06:20:23,-6.325458,106.723867,8600000.0
311,4945,2026-05-31 04:44:23,-6.908301,110.283414,7800000.0
312,2844,2026-03-12 18:07:42,-6.247805,106.960097,6400000.0
313,6473,2026-01-10 23:03:30,-6.183284,106.730818,7300000.0
314,6685,2026-02-08 15:54:34,-6.230415,106.869195,7600000.0
315,1764,2026-02-20 08:26:03,-7.250371,112.751442,5400000.0
316,6542,2026-02-24 22:57:24,-6.999779,110.412028,7200000.0
317,6885,2026-01-24 12:44:58,-6.408403,106.833096,5600000.0
318,5139,2026-06-16 07:09:23,-6.122374,106.812312,6300000.0
319,4322,2026-03-19 02:50:30,-6.25254,106.829437,3600000.0
320,7079,2026-03-04 22:04:01,-6.229479,106.708994,6600000.0
321,8512,2026-04-10 12:52:42,-7.27729,112.73908,7800000.0
322,2548,2026-03-14 17:51:18,-6.92179,107.607625,6500000.0
323,1583,2026-04-04 06:40:38,3.626794,98.634947,5700000.0
324,7529,2026-02-07 20:26:34,-6.178396,106.975921,4400000.0
325,5096,2026-03-15 21:03:35,-6.269334,106.99035,6600000.0
326,4209,2026-04-06 19:29:40,-6.944953,110.319896,8300000.0
327,2560,2026-05-26 16:29:05,-6.885798,107.689939,3300000.0
328,8908,2026-01-09 21:11:08,3.572648,98.765794,6400000.0
329,7611,2026-02-24 23:04:22,-6.25337,106.850754,3400000.0
330,9899,2026-01-28 02:16:23,-7.17488,112.909872,4800000.0
331,4891,2026-02-09 10:57:29,-6.602165,106.804513,7900000.0
332,7062,2026-03-06 03:17:20,-6.173313,106.830603,6200000.0
333,1595,2026-05-31 09:02:56,-6.214736,106.979891,13600000.0
334,6109,2026-02-14 09:28:55,-6.251233,106.88437,4200000.0
335,3622,2026-04-17 22:08:39,-6.788953,107.600894,8300000.0
336,7146,2026-03-27 17:48:37,-6.142086,106.860014,5200000.0
337,5355,2026-03-07 21:06:14,3.619142,98.656564,4900000.0
338,1804,2026-06-20 10:58:21,-6.141528,106.875086,4700000.0
339,6039,2026-03-19 13:31:26,-6.585766,106.833279,9000000.0
340,2567,2026-01-25 14:32:07,-6.149745,106.942112,10400000.0
341,3727,2026-06-12 19:30:24,-6.276394,106.878684,5100000.0
342,2149,2026-05-30 23:06:10,-7.055168,110.401326,3000000.0
343,4440,2026-03-16 15:55:21,-6.111061,106.684177,9900000.0
344,2252,2026-01-05 06:42:45,-6.227039,106.936837,3300000.0
345,380,2026-06-09 09:34:03,-6.200979,106.916182,4900000.0
346,2593,2026-01-29 08:12:11,-6.407896,106.872854,5600000.0
347,7791,2026-01-27 11:41:42,-6.147347,107.088637,4500000.0
348,6834,2026-03-01 03:59:54,-6.255669,106.87816,5900000.0
349,6011,2026-05-05 06:34:50,-6.683389,106.904581,15200000.0
350,6273,2026-02-25 05:57:27,-6.236206,106.793825,4500000.0
351,3735,2026-01-18 23:51:06,-6.093283,106.825641,3800000.0
352,5218,2026-05-18 22:51:42,-7.243907,112.810582,4400000.0
353,9893,2026-02-15 10:26:27,-6.190416,106.617313,2300000.0
354,7059,2026-05-08 08:15:25,-6.887405,107.58225,16100000.0
355,2844,2026-05-03 20:14:03,-6.254778,106.931643,7200000.0
356,9831,2026-05-06 13:19:56,-6.1731,106.691346,3900000.0
357,9715,2026-03-22 21:42:30,3.549677,98.663289,3600000.0
358,4831,2026-04-01 09:32:54,-6.86653,107.610776,4800000.0
359,819,2026-03-18 14:50:57,-6.210045,106.997442,7300000.0
360,815,2026-01-15 21:53:25,-7.231557,112.803956,12700000.0
361,520,2026-02-20 08:54:07,-6.435811,106.72351,2200000.0
362,1694,2026-06-23 09:45:26,-6.919634,107.525476,9400000.0
363,9100,2026-06-26 20:08:56,-6.336009,106.800928,6400000.0
364,5566,2026-04-15 18:05:30,-6.917612,110.441062,6600000.0
365,8188,2026-03-08 07:38:36,-6.917398,110.425655,2500000.0
366,9211,2026-01-20 07:32:35,-6.251406,106.779581,4600000.0
367,9999,2026-03-26 01:33:53,-7.327435,112.707086,3300000.0
368,5257,2026-03-08 13:50:46,-6.150325,106.808548,5000000.0
369,945,2026-05-26 23:58:19,-6.207262,106.778212,5000000.0
370,6595,2026-04-17 18:27:15,-6.152203,106.827737,3100000.0
371,733,2026-02-11 23:43:52,3.740837,98.699424,2300000.0
372,8897,2026-02-25 23:48:12,-6.279577,106.828913,18400000.0
373,2792,2026-02-10 20:32:59,3.565001,98.640936,13500000.0
374,4754,2026-01-20 20:31:54,-6.22749,106.784601,11900000.0
375,8610,2026-04-14 01:45:42,-6.266025,106.763921,6000000.0
376,7197,2026-02-07 07:40:29,-6.090119,106.783344,6300000.0
377,7046,2026-01-18 04:50:29,-7.030622,110.387322,11700000.0
378,7034,2026-05-28 09:47:58,-7.28661,112.737028,7200000.0
379,43,2026-01-03 14:15:33,-6.990421,110.400665,16200000.0
380,9815,2026-01-08 15:41:53,-6.214058,106.805894,7800000.0
381,8117,2026-04-18 14:53:32,-7.179683,112.805401,11600000.0
382,313,2026-01-15 16:30:56,-6.213321,106.771327,2900000.0
383,6735,2026-05-17 06:28:02,-6.220541,106.645794,7100000.0
384,8024,2026-06-04 03:47:59,-6.254417,107.001843,5600000.0
385,8187,2026-02-21 04:47:18,-6.937803,107.675579,6500000.0
386,374,2026-01-26 19:25:23,-6.189835,106.852245,2200000.0
387,722,2026-01-26 03:48:38,-6.561837,106.859906,11600000.0
388,7881,2026-01-14 20:55:40,-7.080571,110.365976,3000000.0
389,5937,2026-03-15 10:06:12,-6.259339,107.016157,5800000.0
390,6646,2026-06-12 21:56:53,-6.522043,106.767844,3800000.0
391,5517,2026-01-31 15:38:31,-6.199891,106.584911,5400000.0
392,8346,2026-01-09 23:21:30,-7.299198,112.743919,16500000.0
393,8526,2026-02-08 20:14:10,-7.200245,112.786736,7000000.0
394,5381,2026-06-27 23:57:52,-6.295268,106.960703,8200000.0
395,4057,2026-01-28 14:50:20,-6.205974,106.797887,10400000.0
396,9079,2026-05-21 06:37:54,-6.283155,106.839676,6400000.0
397,4764,2026-01-06 06:51:33,-7.278795,112.768667,7000000.0
398,2995,2026-02-05 07:47:57,-6.287491,106.882106,11000000.0
399,2885,2026-06-14 08:54:36,-6.226518,106.839619,9200000.0
400,9860,2026-04-27 18:48:53,-7.179899,112.775913,7300000.0
